method,cost,position,execution_time,cost_history
my_pso,0.011485800325385043,[-0.00341771 -0.00191256],0.01565098762512207,"[np.float64(4.018246003729889), np.float64(2.799722130761616), np.float64(2.7910681903022656), np.float64(2.7910681903022656), np.float64(2.7910681903022656), np.float64(2.4405496232688364), np.float64(2.4405496232688364), np.float64(2.2515019794266102), np.float64(1.494353023574849), np.float64(1.494353023574849), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.7429406122811706), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.14571095644379994), np.float64(0.09655591731479873), np.float64(0.09655591731479873), np.float64(0.09655591731479873), np.float64(0.019952827932417705), np.float64(0.019952827932417705), np.float64(0.019952827932417705), np.float64(0.019952827932417705), np.float64(0.019952827932417705), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043), np.float64(0.011485800325385043)]"
pyswarms_pso,0.00038505937328325857,[-4.42503645e-05 -1.28562778e-04],0.018244266510009766,"[np.float64(2.7020624634002997), np.float64(2.7020624634002997), np.float64(2.7020624634002997), np.float64(2.7020624634002997), np.float64(2.7020624634002997), np.float64(2.2890520567675137), np.float64(1.026815027535069), np.float64(1.026815027535069), np.float64(1.026815027535069), np.float64(1.026815027535069), np.float64(1.0032905764245297), np.float64(0.1655099566750846), np.float64(0.1655099566750846), np.float64(0.1655099566750846), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.03831058066952098), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.029938536230695423), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.01245342436084984), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0018192862762629325), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0006189175518618306), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.0004784301953439929), np.float64(0.00038505937328325857), np.float64(0.00038505937328325857)]"
